71226,-8932.4255
133278,-8932.2954
46858,-8931.9053
14763,-8931.7720
47315,-8931.7720
82561,-8931.6659
43008,-8931.6440
78551,-8931.6242
123346,-8931.6242
64650,-8931.5902
109040,-8931.3577
58204,-8931.2349
77822,-8931.2349
122182,-8931.1841
115785,-8931.1413
110547,-8930.9811
51506,-8930.9430
2114,-8930.9379
2969,-8930.5688
5980,-8930.4988
101437,-8930.4847
102201,-8930.4730
63970,-8930.4730
71724,-8930.4024
39372,-8930.3332
114157,-8930.3332
19829,-8930.3072
115709,-8930.2907
8274,-8930.2907
43734,-8930.1691
129203,-8930.1310
45789,-8930.1130
53405,-8930.1098
122668,-8930.0665
129066,-8929.9888
75068,-8929.9888
85842,-8929.9635
118938,-8929.9329
68082,-8929.9329
92152,-8929.9218
96601,-8929.9056
32187,-8929.9046
120022,-8929.8830
110003,-8929.8541
130942,-8929.8541
132745,-8929.8456
15016,-8929.8394
67756,-8929.7882
31116,-8929.7872
15254,-8929.7872
