8522,-19.479
8638,-19.479
18633,-19.331
18635,-19.331
18628,-19.331
18632,-19.331
18634,-19.331
18626,-19.331
18630,-19.331
18629,-19.331
7635,-19.192
7497,-19.192
7608,-19.192
7707,-19.192
7628,-19.192
7563,-19.192
7676,-19.192
7610,-19.192
7382,-19.192
18631,-19.164
18625,-19.164
10410,-19.124
10605,-19.124
10642,-19.124
10479,-19.124
4095,-19.101
4038,-19.101
3951,-19.101
4160,-19.101
19196,-19.076
10567,-19.045
10509,-19.045
3982,-19.024
4053,-19.010
3620,-19.005
3744,-18.999
3546,-18.999
3534,-18.999
3737,-18.999
3581,-18.999
3529,-18.999
3661,-18.999
3562,-18.999
3558,-18.999
3489,-18.999
3518,-18.999
3491,-18.999
3707,-18.999
3490,-18.999
3567,-18.999
