14187,-2760.7676
12787,-2760.6974
12363,-2760.5975
12361,-2760.5975
12359,-2760.5975
12362,-2760.5975
12365,-2760.5975
12364,-2760.5975
12360,-2760.5975
15296,-2760.5890
7293,-2760.5484
2609,-2760.5437
6387,-2760.5192
4557,-2760.4745
19985,-2760.4436
2299,-2760.4282
2490,-2760.4270
6384,-2760.3991
6385,-2760.3991
6383,-2760.3991
17506,-2760.3971
7847,-2760.3927
9717,-2760.3918
9716,-2760.3918
9713,-2760.3918
9712,-2760.3918
9714,-2760.3918
9715,-2760.3918
9710,-2760.3918
9711,-2760.3918
2486,-2760.3904
8479,-2760.3725
1792,-2760.3542
2573,-2760.3423
15571,-2760.3108
4737,-2760.3000
185,-2760.2912
5740,-2760.2762
6998,-2760.2676
14186,-2760.2650
11021,-2760.2578
6168,-2760.2569
14257,-2760.2128
14256,-2760.2128
14255,-2760.2128
4461,-2760.1980
18799,-2760.1977
11778,-2760.1743
2489,-2760.1703
2487,-2760.1703
