########TEST SCC 1524084585.5870657###########
Grafo: 	./ego-gplus/out.ego-gplus
algoritmo standard
		 num SCC: 		 t
		23571 		 4.812795877456665
0.25	23579 		 0.3910493850708008
0.25	23579 		 0.5845432281494141
0.25	23579 		 0.32787466049194336
0.25	23579 		 0.5544717311859131
0.25	23579 		 0.35895442962646484
0.25	23579 		 0.35596346855163574
0.25	23579 		 0.3047935962677002
0.25	23579 		 0.3509340286254883
0.25	23579 		 0.4391670227050781
0.25	23579 		 0.3990616798400879
0.25	23579 		 0.4161059856414795
0.25	23627 		 0.3258659839630127
0.25	23579 		 0.37900805473327637
0.25	23579 		 0.28780460357666016
0.25	23579 		 0.33685755729675293
0.25	23579 		 0.299835205078125
0.25	23579 		 0.2907383441925049
0.25	23579 		 0.48328185081481934
0.25	23627 		 0.22459626197814941
0.25	23579 		 0.2937588691711426
0.35	23579 		 0.37804245948791504
0.35	23579 		 0.3408694267272949
0.35	23627 		 0.23261761665344238
0.35	23627 		 0.26169681549072266
0.35	23579 		 0.3499417304992676
0.35	23579 		 0.34290099143981934
0.35	23579 		 0.3399043083190918
0.35	23579 		 0.35494303703308105
0.35	23579 		 0.3810126781463623
0.35	23579 		 0.336895227432251
0.35	23627 		 0.28676462173461914
0.35	23579 		 0.4261338710784912
0.35	23579 		 0.34090447425842285
0.35	23579 		 0.3058137893676758
0.35	23579 		 0.555499792098999
0.35	23579 		 0.3057894706726074
0.35	23627 		 0.27974367141723633
0.35	23579 		 0.30280494689941406
0.35	23579 		 0.2627420425415039
0.35	23579 		 0.3619208335876465
0.45	23579 		 0.3429117202758789
0.45	23579 		 0.3328979015350342
0.45	23579 		 0.29076194763183594
0.45	23579 		 0.33789753913879395
0.45	23579 		 0.3228590488433838
0.45	23579 		 0.2998011112213135
0.45	23579 		 0.3388969898223877
0.45	23579 		 0.34090566635131836
0.45	23579 		 0.29578685760498047
0.45	23579 		 0.3399033546447754
0.45	23579 		 0.33890223503112793
0.45	23579 		 0.30982375144958496
0.45	23579 		 0.3399026393890381
0.45	23627 		 0.287766695022583
0.45	23579 		 0.4642338752746582
0.45	23627 		 0.24364829063415527
0.45	23579 		 0.3048083782196045
0.45	23579 		 0.225600004196167
0.45	23627 		 0.3599588871002197
0.45	23579 		 0.29879283905029297
0.55	23579 		 0.3439521789550781
0.55	23579 		 0.3077812194824219
0.55	23579 		 0.34491920471191406
0.55	23579 		 0.33489012718200684
0.55	23579 		 0.3018009662628174
0.55	23579 		 0.3088228702545166
0.55	23579 		 0.3018009662628174
0.55	23579 		 0.30280494689941406
0.55	23579 		 0.2987961769104004
0.55	23579 		 0.3439507484436035
0.55	23579 		 0.2957491874694824
0.55	23579 		 0.33791685104370117
0.55	23579 		 0.34189701080322266
0.55	23579 		 0.3007948398590088
0.55	23579 		 0.3007993698120117
0.55	23579 		 0.3429102897644043
0.55	23579 		 0.34491801261901855
0.55	23579 		 0.3439137935638428
0.55	23579 		 0.35698771476745605
0.55	23579 		 0.3077816963195801
0.65	23579 		 0.34491705894470215
0.65	23579 		 0.31082701683044434
0.65	23579 		 0.29783082008361816
0.65	23579 		 0.34587883949279785
0.65	23579 		 0.30380916595458984
0.65	23579 		 0.34996771812438965
0.65	23579 		 0.29775524139404297
0.65	23579 		 0.29679083824157715
0.65	23579 		 0.34294700622558594
0.65	23579 		 0.3539426326751709
0.65	23579 		 0.3499290943145752
0.65	23579 		 0.3078184127807617
0.65	23579 		 0.30782365798950195
0.65	23579 		 0.3519308567047119
0.65	23579 		 0.3137979507446289
0.65	23579 		 0.35398268699645996
0.65	23579 		 0.3498878479003906
0.65	23579 		 0.3539423942565918
0.65	23579 		 0.3529362678527832
0.65	23579 		 0.35594749450683594
0.75	23579 		 0.3429532051086426
0.75	23579 		 0.3518943786621094
0.75	23579 		 0.30785703659057617
0.75	23579 		 0.3529019355773926
0.75	23579 		 0.3499283790588379
0.75	23579 		 0.35193800926208496
0.75	23579 		 0.3469583988189697
0.75	23579 		 0.34688472747802734
0.75	23579 		 0.34792542457580566
0.75	23579 		 0.35193824768066406
0.75	23579 		 0.3499281406402588
0.75	23579 		 0.35297703742980957
0.75	23579 		 0.3518972396850586
0.75	23579 		 0.3459198474884033
0.75	23579 		 0.34892916679382324
0.75	23579 		 0.34892773628234863
0.75	23579 		 0.3569495677947998
0.75	23579 		 0.3469221591949463
0.75	23579 		 0.35895490646362305
0.75	23579 		 0.3529379367828369
0.85	23579 		 0.31383514404296875
0.85	23579 		 0.34491491317749023
0.85	23579 		 0.34491825103759766
0.85	23579 		 0.35494565963745117
0.85	23579 		 0.35297489166259766
0.85	23579 		 0.3529014587402344
0.85	23579 		 0.3529391288757324
0.85	23579 		 0.30380725860595703
0.85	23579 		 0.3539397716522217
0.85	23579 		 0.3509330749511719
0.85	23579 		 0.35193681716918945
0.85	23579 		 0.35895371437072754
0.85	23579 		 0.3499305248260498
0.85	23579 		 0.3459203243255615
0.85	23579 		 0.3599579334259033
0.85	23579 		 0.34695959091186523
0.85	23579 		 0.3439178466796875
0.85	23579 		 0.3468809127807617
0.85	23579 		 0.35895371437072754
0.85	23579 		 0.3499326705932617
Grafo: 	./p2p-Gnutella25/p2p-Gnutella25.txt
algoritmo standard
		 num SCC: 		 t
		17535 		 27.85306477546692
0.25	17535 		 0.6757974624633789
0.25	17535 		 0.6677772998809814
0.25	17535 		 0.6757969856262207
0.25	17535 		 0.8382296562194824
0.25	17535 		 0.8813800811767578
0.25	17535 		 8.01832103729248
0.25	17535 		 0.7469491958618164
