14994,-2204.4163
12365,-2204.3237
12362,-2204.3237
12363,-2204.3237
12364,-2204.3237
12360,-2204.3237
12359,-2204.3237
4461,-2204.2250
12787,-2204.1786
9712,-2204.1521
9716,-2204.1521
9713,-2204.1521
9710,-2204.1521
9717,-2204.1521
9711,-2204.1521
9715,-2204.1521
7293,-2204.1416
2609,-2204.1404
2486,-2204.1300
20585,-2204.1235
10559,-2204.0692
19985,-2204.0632
9858,-2203.9969
16101,-2203.9761
14187,-2203.9251
7847,-2203.8884
13347,-2203.8801
14271,-2203.8490
11778,-2203.8408
20861,-2203.8274
20862,-2203.8274
11021,-2203.8208
15909,-2203.7986
15908,-2203.7986
15910,-2203.7986
13762,-2203.7979
8106,-2203.7917
12444,-2203.7670
10482,-2203.7450
10483,-2203.7450
10484,-2203.7450
8729,-2203.7331
4091,-2203.7315
14597,-2203.7297
14207,-2203.7224
2013,-2203.7141
180,-2203.7104
18120,-2203.7075
92,-2203.7051
6384,-2203.7036
6385,-2203.7036
6383,-2203.7036
4557,-2203.6907
6263,-2203.6591
18799,-2203.6228
1508,-2203.6161
843,-2203.5986
4949,-2203.5859
185,-2203.5820
5650,-2203.5678
1590,-2203.5664
11035,-2203.5648
17506,-2203.5576
14257,-2203.5571
14256,-2203.5571
15024,-2203.5525
2299,-2203.5501
2490,-2203.5409
4183,-2203.5297
4487,-2203.5135
2573,-2203.5135
8479,-2203.5109
14186,-2203.5079
15760,-2203.5008
11183,-2203.4954
1792,-2203.4951
12405,-2203.4881
15571,-2203.4628
17662,-2203.4620
9857,-2203.4586
9862,-2203.4586
9859,-2203.4586
12175,-2203.4544
4737,-2203.4490
6652,-2203.4484
1639,-2203.4459
9768,-2203.4307
9698,-2203.4286
3616,-2203.4258
4360,-2203.4232
7845,-2203.4192
6745,-2203.4150
7542,-2203.4042
236,-2203.3901
1678,-2203.3690
5145,-2203.3647
5146,-2203.3647
6088,-2203.3576
6092,-2203.3576
5761,-2203.3515
